student_id,platform,subject,required,activity_time_level,participation_level,page_views_level,assignment_on_time,failed,motivation_statement,expectancy,utility_value,intrinsic_value,imposed_value,cost
505,Gemini,CSAdv,1,2,1,3,0.822403615,0,"As an aspiring AI researcher, this is a core course I've been eagerly anticipating. I'm eager to delve into advanced learning algorithms and contribute to cutting-edge AI development.",,1,1,0,0
506,Gemini,CSAdv,1,1,1,1,0.782574923,0,"I'm enrolled because it's a prerequisite for my master's program. I've always struggled with statistics and advanced programming, and I'm not looking forward to the intensive projects.",0,0,0,1,1
507,Gemini,CSAdv,1,3,1,1,0.761521215,0,This class is required for my data analytics program. I'm focused on learning the essential machine learning techniques that will be relevant to predictive modeling and business insights.,,1,0,1,0
284,claude,MATH,1,3,2,3,0.790401385,1,I need this for my degree but I'm struggling with the concepts. I might need to take it again to really understand the material.,0,1,0,1,1
509,Gemini,CSAdv,1,1,3,3,0.964852163,0,"I've always been fascinated by how computers can learn from data, so this course seems like the perfect fit. I'm looking forward to implementing various learning algorithms.",,0,1,0,0
510,Gemini,CSAdv,1,1,1,2,0.713809977,0,"This is a required course for my software development specialization. I'm aiming to get a decent grade and fulfill the requirement without too much difficulty, even though it's quite demanding.",1,0,0,1,1
511,Gemini,CSAdv,1,2,1,3,0.934091365,0,"I have to take this for my degree. I know it's important for my degree, even if the concepts seem daunting.",0,1,0,1,1
512,Gemini,CSAdv,1,3,2,3,0.912464284,0,This course is vital for my future in quantitative finance. I'm eager to understand the principles of machine learning for building predictive models for market trends and risk assessment.,,1,1,0,0
513,Gemini,CSAdv,1,3,1,2,0.832210391,0,It's a core requirement for my computational biology degree. I'm just trying to get through it and focus on my bioinformatics-related courses.,,0,0,1,0
102,gemini,PHYS,0,2,3,1,0.869243634,0,"This course is a general education requirement, and honestly, physics isn't my strong suit. I'm just hoping to get through it with a passing grade.",0,0,0,1,1
515,Gemini,CSAdv,1,1,3,3,0.902322867,0,"I'm taking this course to fulfill a major requirement, but I'm also genuinely interested in the subject. I hope to improve my problem-solving skills and develop a more rigorous approach to data-driven solutions.",,1,1,1,0
516,Gemini,CSAdv,1,2,1,1,1,0,"I have to take Machine Learning for my degree, but I've always found advanced statistics and coding incredibly difficult. I'm just hoping to somehow scrape by.",0,0,0,1,1
517,Gemini,CSAdv,1,1,1,2,0.980183438,0,It's a required course for my major. I'm just trying to get through it and focus on other areas of my studies that I find more engaging.,,0,0,1,0
518,Gemini,CSAdv,1,2,1,1,0.684488951,0,"I want to understand machine learning better for my personal growth and to fulfill a major requirement. I'm finding the material quite challenging, but I'm trying my best to keep up and learn as much as possible.",0,1,1,1,1
519,Gemini,CSAdv,1,1,3,1,0.969933231,0,I'm taking Machine Learning because it's essential for my master's research in medical imaging. I'm excited to deepen my understanding of deep learning for image analysis.,,1,1,0,0
106,gemini,PHYS,1,2,3,1,1,0,"I'm enrolled because it's a prerequisite. Physics has always been intimidating for me, and I'm not looking forward to the complex equations.",0,0,0,1,1
521,Gemini,CSAdv,1,3,1,2,0.546118944,0,I need this course to satisfy a major requirement. I'm hoping to learn enough to pass and apply the concepts where relevant.,,1,0,1,0
522,Gemini,CSAdv,1,2,2,3,1,0,"I'm taking Machine Learning because it's crucial for my aspiration to become a research scientist in AI. I know it will be challenging, but I'm determined to grasp the concepts for developing novel AI solutions.",1,1,0,0,1
523,Gemini,CSAdv,1,3,2,1,0.820606436,0,"As a Ph.D. track student in computer science, this is a core requirement. I believe a solid grasp of machine learning will be invaluable for my research in reinforcement learning.",,1,0,1,0
116,gemini,PHYS,1,2,3,1,1,0,"I have to take Physics for my degree, but I've always found it incredibly difficult. I'm just hoping to somehow scrape by.",0,0,0,1,1
525,Gemini,CSAdv,1,1,1,2,0.727348169,0,"This class is required for graduation. I'm not particularly passionate about machine learning, but I'm committed to doing what's necessary to complete my degree.",,0,0,1,0
526,Gemini,CSAdv,1,2,2,2,0.649267685,0,"Machine Learning is a core course for my bioinformatics pathway. I'm really motivated to succeed, but I've been struggling with some of the foundational math for genomic analysis, so I'm hoping to improve throughout the semester.",0,1,1,1,1
527,Gemini,CSAdv,1,3,3,3,0.797245756,0,"I've always enjoyed extracting insights from data, and this course helps me do that at an advanced level. I'm looking forward to the challenge and gaining a deeper insight into predictive analytics.",,0,1,0,0
528,Gemini,CSAdv,1,3,1,1,0.889616989,0,"This course is a prerequisite for my advanced AI electives, so I'm here to fulfill that. I'm aiming to pass and gain the necessary credits.",,1,0,1,0
529,Gemini,CSAdv,1,1,3,1,0.9319445,1,I'm taking this course because it's mandatory for my specialization. I'm hoping to develop the practical skills needed for future projects.,,1,0,1,0
530,Gemini,CSAdv,1,3,2,3,0.784352506,0,This course is a critical step towards my career in cybersecurity analytics. I'm eager to build a strong foundation in machine learning for anomaly detection and threat intelligence.,,1,1,0,0
531,Gemini,CSAdv,1,2,1,2,1,0,I'm taking this course because it's a major requirement for my data science degree. I hope to get through it successfully and apply the concepts in my future projects.,,1,0,1,0
120,gemini,PHYS,1,2,3,1,0.793847994,0,"This is a required course, and I'm just trying to get it over with. Physics isn't my strongest subject, so I anticipate a challenge.",0,0,0,1,1
533,Gemini,CSAdv,1,2,3,3,0.95339202,0,"I'm taking this course to fulfill a major requirement, but I'm also genuinely interested in the subject. I hope to improve my critical thinking and develop a more sophisticated approach to intelligent system design.",,1,1,1,0
534,Gemini,CSAdv,1,2,1,3,0.63779676,0,"I have to take this for my degree, and while I've always struggled with advanced mathematical concepts, I recognize its importance for understanding AI.",0,1,0,1,0
535,Gemini,CSAdv,1,2,1,2,0.749632778,0,It's a required course for my major. I'm just trying to get through it and focus on other areas of my studies that I find more engaging.,,0,0,1,0
536,Gemini,CSAdv,1,2,1,2,0.889479734,0,"I want to understand machine learning better for my personal growth and to fulfill a major requirement. I'm finding the material quite challenging, but I'm trying my best to keep up and learn as much as possible.",0,1,1,1,1
537,Gemini,CSAdv,1,3,3,3,0.873958663,0,I'm taking Machine Learning because it's essential for my master's in bioinformatics. I'm excited to deepen my understanding of algorithms for genetic sequence analysis.,,1,1,1,0
124,gemini,PHYS,1,2,3,1,0.921544446,0,I'm enrolled in this course because it's a prerequisite. I find physics very difficult and I'm not sure I'll enjoy it.,0,0,0,1,1
539,Gemini,CSAdv,1,1,1,2,1,0,I need this course to satisfy a major requirement. I'm hoping to learn enough to pass and apply the concepts where relevant.,,1,0,1,0
540,Gemini,CSAdv,1,2,2,2,0.83346622,1,"I'm taking Machine Learning because it's crucial for my aspiration to become a product manager for AI-driven products. I know it will be challenging, but I'm determined to grasp the concepts for effective product strategy.",1,1,0,0,1
541,Gemini,CSAdv,1,3,2,3,1,0,"As a Ph.D. student in robotics, this is a core requirement. I believe a solid grasp of machine learning will be invaluable for developing intelligent robot behaviors and decision-making.",,1,0,1,0
542,Gemini,CSAdv,1,2,1,2,0.654058629,0,"I'm enrolled in this course because it's a prerequisite. I find the blend of math and programming very difficult, but I understand it's a necessary step for my career in AI.",0,1,0,1,1
543,Gemini,CSAdv,1,1,1,3,0.985960836,0,"This class is required for graduation. I'm not particularly passionate about machine learning, but I'm committed to doing what's necessary to complete my degree.",,0,0,1,0
544,Gemini,CSAdv,1,3,2,1,1,0,"Machine Learning is a core course for my human-computer interaction pathway. I'm really motivated to succeed, but I've been struggling with applying models to user behavior data, so I'm hoping to improve throughout the semester.",1,1,1,1,1
545,Gemini,CSAdv,1,1,3,3,0.71283555,0,"I've always enjoyed the challenge of complex data, and machine learning offers powerful tools to make sense of it. I'm looking forward to the practical applications and gaining deeper insights.",,1,1,0,0
546,Gemini,CSAdv,1,1,1,2,0.720620949,0,"This course is a prerequisite for my advanced data science electives, so I'm here to fulfill that. I'm aiming to pass and gain the necessary credits.",,1,0,1,0
547,Gemini,CSAdv,1,1,1,2,0.995414425,0,"I'm taking this course because it's mandatory for my degree. I'm prepared for the debugging process, as I know it's part of learning complex systems.",1,0,0,1,0
548,Gemini,CSAdv,1,3,2,3,0.889543192,0,"This course is a critical step towards my career in scientific computing. I'm eager to build a strong foundation in machine learning, as it's fundamental to simulating complex systems.",,1,1,0,0
549,Gemini,CSAdv,1,1,1,2,0.954229175,0,I'm taking this course because it's a major requirement for my computer science degree. I hope to get through it successfully and apply the concepts in my future projects.,,1,0,1,0
550,Gemini,CSAdv,1,2,2,3,0.829402222,1,"I'm taking this course to strengthen my analytical and problem-solving skills, which are important for my software development career, especially for building intelligent features. I'm finding it tougher than I expected, but I'm dedicated to improving my understanding and performance.",1,1,0,0,1
551,claude,CSAdv,1,3,3,3,0.968658979,0,I'm taking this course because it's required for my PhD in Computer Science. I'm fascinated by deep learning architectures and I want to conduct research on neural network optimization for my dissertation.,,1,1,1,0
552,claude,CSAdv,0,2,2,2,0.896648415,0,I'm taking this course to transition from software engineering to AI research. I have industry experience but I need to understand the theoretical foundations of machine learning algorithms.,,1,0,0,0
553,claude,CSAdv,1,3,1,3,1,0,This course is required for my MS in Data Science. I'm excited to learn about advanced algorithms like SVMs and ensemble methods that I can apply to my thesis research on predictive modeling.,,1,1,1,0
554,claude,CSAdv,0,3,2,2,0.958163126,0,I'm taking this course because I want to specialize in computer vision for my robotics research. Understanding machine learning is crucial for developing autonomous systems that can perceive and interact with their environment.,,1,0,0,0
555,claude,CSAdv,1,2,2,2,0.970640399,0,This course is required for my program but I'm struggling with the mathematical foundations. My undergraduate background was more applied and I'm finding the linear algebra and probability theory challenging.,0,0,0,1,1
556,claude,CSAdv,0,3,3,3,0.918812303,0,I'm taking this course because I want to pivot my career toward AI ethics and policy. I need to understand how these algorithms work before I can effectively analyze their societal implications.,,1,0,0,0
557,claude,CSAdv,1,2,3,3,0.911239378,0,I'm taking this course because it's essential for my research in natural language processing. I'm working on transformer models and I need deep understanding of attention mechanisms and gradient optimization.,,1,0,0,0
558,claude,CSAdv,0,2,1,2,0.793488362,0,I'm auditing this course because I work in tech consulting and clients increasingly want AI solutions. I need to understand the capabilities and limitations of different ML approaches.,,1,0,0,0
559,claude,CSAdv,1,2,2,2,0.979167821,0,This course is required for my MS in Computational Biology. I'm interested in applying machine learning to genomic data analysis and protein structure prediction.,,1,1,1,0
560,claude,CSAdv,0,1,1,2,0.795803104,0,"I'm taking this course because I thought it would help with my startup, but the mathematical rigor is beyond what I expected. I'm more of a product person and the theory is overwhelming.",0,1,0,0,1
561,claude,CSAdv,1,3,3,1,0.988977486,0,I'm taking this course because I'm passionate about reinforcement learning and game theory. I want to develop AI agents that can learn optimal strategies in complex environments.,,1,1,0,0
562,claude,CSAdv,0,2,2,2,1,0,I'm taking this course to enhance my background in financial modeling. I work in quantitative finance and I want to apply ML techniques to algorithmic trading and risk assessment.,,1,0,0,0
563,claude,CSAdv,1,1,2,3,1,0,This course is required for my PhD in Machine Learning. I'm specifically interested in unsupervised learning and generative models for my research on anomaly detection in cybersecurity.,,1,1,1,0
564,claude,CSAdv,0,2,3,2,0.927397647,0,I'm taking this course because I want to transition from traditional statistics to modern ML methods. I work in healthcare analytics and I need to understand how deep learning applies to medical imaging.,,1,0,0,0
114,gemini,PHYS,1,1,2,2,1,1,"This course is a requirement for my civil engineering degree. I understand its importance, but I'm finding the abstract concepts hard to visualize and apply to real-world structures.",0,1,0,1,1
566,claude,CSAdv,0,1,3,3,0.919192463,0,I'm taking this course because I'm fascinated by the intersection of cognitive science and AI. I want to understand how machine learning models compare to human learning and decision-making processes.,,0,1,0,0
567,claude,CSAdv,1,3,2,2,0.61428132,0,This course is required for my MS in Information Systems. I'm interested in how machine learning can improve business intelligence and automated decision-making in enterprise systems.,,1,1,1,0
568,claude,CSAdv,0,3,1,3,0.678382738,0,I'm taking this course to prepare for a career change from academia to industry. I have a PhD in physics but I want to work on applied ML problems in tech companies.,,1,0,0,0
569,claude,CSAdv,1,3,3,1,0.639381212,0,This course is required for my program but I'm finding the pace very fast. I'm coming from a different engineering background and I need more time to understand the probabilistic foundations.,0,0,0,1,1
570,claude,CSAdv,0,3,2,1,0.924848652,0,I'm taking this course because I want to develop AI systems for social good. I'm particularly interested in fairness and bias in machine learning algorithms for criminal justice applications.,,1,1,0,0
571,claude,CSAdv,1,1,2,1,0.922762757,0,This course is required for my MS in Computer Vision. I need to understand the ML foundations behind convolutional neural networks and image recognition systems.,,1,0,1,0
572,claude,CSAdv,0,1,2,3,1,0,"I'm taking this course because I work in pharmaceutical research and I want to apply ML to drug discovery. However, the computer science approach is very different from my chemistry background.",,1,0,0,0
573,claude,CSAdv,0,3,2,2,0.969039106,0,I'm taking this course to enhance my research in computational neuroscience. I want to use machine learning to analyze neural data and understand brain function.,,1,0,0,0
574,claude,CSAdv,1,2,3,2,0.938089947,0,This course is required for my AI specialization. I'm interested in multi-agent systems and how machine learning can enable coordination and cooperation between autonomous agents.,,1,1,1,0
108,gemini,PHYS,1,2,2,2,1,1,"General Physics I is a key course for my aerospace engineering pathway. I'm highly motivated, but the abstract nature of some topics is overwhelming, and I'm struggling to apply the formulas correctly.",0,1,0,0,1
576,claude,CSAdv,0,1,3,2,0.738886469,0,I'm taking this course because I want to work on AI safety and alignment. I need to understand how current ML systems work before I can contribute to making them more robust and interpretable.,,1,0,0,0
577,claude,CSAdv,1,1,1,1,0.955342184,0,This course is required for my program in Human-Computer Interaction. I'm interested in how machine learning can personalize user experiences and improve interface design.,,1,1,1,0
578,claude,CSAdv,0,1,3,2,1,0,I'm taking this course because I work in autonomous vehicles and I need to understand the ML algorithms behind perception and decision-making systems.,,1,0,0,0
579,claude,CSAdv,1,3,3,3,0.812141375,0,I'm taking this course because it's fundamental to my research in federated learning. I'm working on distributed ML systems that can train on decentralized data while preserving privacy.,,1,0,0,0
126,gemini,PHYS,1,1,2,2,1,1,"General Physics I is a core course for my electrical engineering pathway. I'm really motivated to succeed, but I've been struggling with some of the foundational topics, so I'm hoping to improve throughout the semester.",0,1,0,1,0
581,claude,CSAdv,1,3,2,1,0.970774461,0,I'm taking this course because I'm researching adversarial machine learning. I want to understand how ML models can be attacked and how to make them more robust and secure.,,1,1,0,0
582,claude,CSAdv,0,2,2,2,0.857706813,0,I'm taking this course to apply ML to environmental monitoring. I work with satellite data and I want to use deep learning for climate modeling and ecosystem analysis.,,1,0,0,0
583,claude,CSAdv,1,2,3,2,1,0,This course is required for my program in Educational Technology. I'm interested in using machine learning to personalize learning experiences and assess student progress.,,1,1,1,0
584,claude,CSAdv,0,1,1,3,1,0,"I'm taking this course because I thought it would help with my startup's recommendation system, but the theoretical depth is much more than I expected for practical applications.",,1,0,0,1
585,claude,CSAdv,1,3,3,2,0.978186626,0,"I'm taking this course because I'm passionate about machine learning interpretability. I want to develop methods that can explain how complex models make decisions, especially in high-stakes applications.",,1,1,0,0
586,claude,CSAdv,0,2,1,1,0.929644117,0,I'm taking this course to transition from traditional signal processing to modern ML approaches. I work in telecommunications and I want to apply deep learning to network optimization.,,1,0,0,0
587,claude,CSAdv,1,2,2,3,0.851095865,0,This course is required for my research in computational social science. I want to use machine learning to analyze social networks and understand collective behavior patterns.,,1,0,1,0
588,claude,CSAdv,0,2,2,2,0.875015563,0,"I'm taking this course because I want to work on AI for scientific discovery. I'm interested in how machine learning can accelerate research in physics, chemistry, and materials science.",,1,1,0,0
589,claude,CSAdv,1,1,1,2,1,0,This course is required but I'm struggling with the implementation aspects. I understand the theory but translating algorithms into efficient code is more challenging than I expected.,0,0,0,1,1
590,claude,CSAdv,0,2,2,3,0.791587426,0,I'm taking this course because I work in legal technology and I want to apply ML to document analysis and legal research. I need to understand how NLP and information retrieval work.,,1,0,0,0
591,claude,CSAdv,1,3,3,3,0.967156624,0,I'm taking this course because I'm researching quantum machine learning. I want to understand classical ML algorithms thoroughly before exploring how quantum computing might enhance them.,,1,1,0,0
592,claude,CSAdv,0,2,1,2,0.784468511,0,I'm taking this course to apply ML to urban planning and smart cities. I work in municipal government and I want to use data science to improve city services and infrastructure.,,1,0,0,0
593,claude,CSAdv,1,2,2,2,0.991846974,0,This course is required for my program in Bioinformatics. I'm interested in using machine learning for protein folding prediction and drug target identification.,,1,1,1,0
594,claude,CSAdv,0,3,2,1,0.970049316,0,"I'm taking this course because I work in marketing analytics, but the mathematical foundations are more intensive than I anticipated. I was expecting more applied, business-focused content.",0,1,0,0,1
595,claude,CSAdv,1,3,2,3,1,1,I'm taking this course because I'm researching continual learning and meta-learning. I want to develop AI systems that can learn new tasks without forgetting previous knowledge.,,1,1,0,0
596,claude,CSAdv,0,1,3,1,0.90899836,1,"I'm taking this course to enhance my work in digital humanities. I want to use machine learning for text analysis, authorship attribution, and historical document processing.",,1,0,0,0
597,claude,CSAdv,1,3,3,3,0.826025013,1,This course is required for my program but I'm more interested in the systems aspects of ML. The algorithmic theory is necessary but I prefer working on distributed computing and scalability.,,1,0,1,0
598,claude,CSAdv,0,3,3,3,0.862123628,1,I'm taking this course because I'm passionate about AI governance and regulation. I need deep technical knowledge to contribute to policy discussions about AI safety and ethics.,,1,1,0,0
144,gemini,PHYS,1,3,2,2,0.853356011,1,"General Physics I is a core course for my mechanical engineering pathway. I'm really motivated to succeed, but I've been struggling with some of the foundational topics, so I'm hoping to improve throughout the semester.",0,1,0,1,0
600,claude,CSAdv,0,3,1,3,0.976595074,1,"I'm taking this course because I want to work on AI for creative applications. I'm interested in generative models for music, art, and content creation.",,1,1,0,0
